SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Fireplace,Garage,Floors,Windows,PreviousSalePrice,HouseColor_Green,HouseColor_Red,HouseColor_White,HouseColor_Yellow,IsLuxury
550.0,2.2403128,2,649.67,9.63,6.24,114.35,27.58,98.08,0.94,3.87,9.66,5.04,1,0,1,14,63368.91918,False,False,True,False,0
1735.95,4.189773099,3,1103.33,7.99,7.75,69.93,19.99,91.61,1.2,5.3,3.6,4.41,0,1,1,18,708378.4708,False,False,True,False,1
863.99,2.350976374,3,578.21,44.02,7.37,58.04,1.91,99.78,1.77,6.23,10.0,9.89,0,0,2,47,290199.094,False,True,False,False,1
1864.1,1.0,4,771.54,8.11,9.46,12.75,17.27,90.35,1.24,4.58,8.94,6.55,0,1,1,10,659442.2232,False,False,False,False,1
934.7,2.47374336,3,490.73,29.8,6.09,20.31,15.81,92.47,2.19,4.21,0.65,4.15,1,0,1,21,280626.4736,True,False,False,False,0
550.0,3.018787009,2,424.57,18.32,5.71,78.62,32.93,99.9,0.61,2.11,1.55,6.61,0,1,1,16,20092.31553,True,False,False,False,0
1257.89,1.0,4,596.72,26.28,7.0,39.53,7.93,97.64,2.21,4.33,7.51,5.7,0,0,1,11,273275.4552,False,False,True,False,1
1856.44,2.395468818,2,309.01,29.04,5.71,23.68,18.85,95.96,0.98,5.31,5.4,5.39,1,0,1,16,314891.9608,True,False,False,False,1
726.25,2.638326541,2,356.7,23.36,6.42,40.62,15.59,75.67,0.99,5.0,2.16,3.53,0,1,1,23,80249.68749,False,False,False,False,0
976.2,1.0,2,34.11,53.63,7.1,56.83,21.91,93.36,2.26,5.73,2.94,8.23,0,1,2,56,79444.95455,False,False,False,True,0
1276.99,1.0,4,460.49,17.49,8.13,32.18,2.96,98.23,1.35,5.37,2.04,5.48,0,0,1,9,279994.6704,False,True,False,False,0
846.02,1.801485933,3,272.41,35.7,4.31,21.25,21.79,93.5,1.55,5.48,10.0,6.8,0,0,1,22,186678.5903,False,False,True,False,0
834.23,3.28414431,3,551.58,19.97,6.52,64.65,19.2,82.62,2.04,3.25,8.81,6.97,0,0,2,29,305484.4248,False,False,False,True,0
906.8,2.024026542,4,157.3,58.86,3.83,62.14,23.32,89.33,2.02,1.91,2.11,8.11,1,1,2,45,286613.9781,False,False,True,False,0
1903.45,2.625487117,2,312.82,28.74,6.48,33.87,15.65,93.21,1.93,5.74,4.81,4.53,0,0,1,4,381435.706,False,False,True,False,1
1350.74,3.122505106,1,349.71,11.22,7.18,65.13,38.48,99.9,0.36,5.35,10.0,6.91,0,0,1,14,230877.7572,False,False,False,True,1
764.78,2.910474203,2,243.89,55.28,5.93,6.86,15.07,93.93,1.27,4.21,5.89,2.04,0,1,1,13,241279.5678,False,True,False,False,0
550.0,1.323756679,1,163.52,60.43,5.64,44.04,20.31,81.41,1.8,2.6,7.19,2.44,1,0,1,12,322157.2663,True,False,False,False,0
550.0,2.408600247,3,367.33,39.13,4.44,130.9,19.25,93.81,1.33,3.6,4.62,7.84,0,1,1,18,119814.667,False,False,False,True,0
1231.41,1.133459125,3,247.54,69.66,4.64,26.01,13.0,89.13,1.3,6.27,10.0,9.05,0,1,2,40,296406.4239,False,True,False,False,0
2122.41,3.772172218,3,68.76,27.2,8.84,15.19,20.23,88.68,1.16,7.15,6.91,7.96,0,0,1,10,563649.7637,True,False,False,False,1
1004.24,1.955012401,3,1070.43,42.02,7.9,13.21,5.14,95.5,1.73,3.87,7.08,3.11,0,1,2,25,166930.56,True,False,False,False,0
652.27,1.815823712,3,631.93,30.51,9.0,53.99,10.93,99.9,1.44,4.06,8.99,7.79,0,0,1,15,164529.1517,True,False,False,False,0
793.64,1.450101829,3,183.3,2.97,7.15,96.62,15.42,84.6,0.96,1.75,3.68,6.37,0,1,1,16,179253.0552,True,False,False,False,0
1336.78,1.593199819,3,7.34,56.27,6.17,101.29,22.06,90.76,1.51,3.62,10.0,7.19,1,0,1,14,251877.7226,True,False,False,False,1
992.02,1.0,3,703.47,23.18,4.86,50.96,18.7,96.88,2.72,6.05,6.31,5.43,0,0,2,6,112762.2769,False,False,True,False,0
550.0,1.0,4,214.55,31.67,7.53,17.8,6.54,95.53,1.7,4.15,8.2,5.93,0,0,1,20,201950.9096,False,True,False,False,0
2344.1,1.847602324,3,236.44,73.21,10.0,25.91,4.75,89.36,1.56,9.83,10.0,8.33,0,0,1,9,761403.7812,False,True,False,False,1
942.18,1.0,3,721.79,10.89,7.87,36.56,3.86,94.98,1.61,4.15,9.02,5.25,0,1,1,18,43162.40544,False,False,True,False,0
560.07,1.083233099,5,428.93,25.01,7.11,53.63,19.48,99.9,1.33,2.94,6.91,5.61,0,0,1,13,260452.629,False,False,False,False,1
1049.9,3.499352292,4,310.73,63.55,6.62,48.24,16.32,91.19,1.94,6.24,6.76,7.43,0,0,1,9,422112.7146,False,True,False,False,1
1208.75,1.0,1,574.9,48.69,6.17,5.27,19.73,97.65,1.28,4.43,4.71,4.85,0,0,1,18,65035.45925,False,False,True,False,0
1570.93,3.976794197,4,767.18,12.84,10.0,25.53,34.81,93.96,1.14,10.0,8.44,9.19,0,0,1,18,555519.9577,False,True,False,False,1
1187.73,2.251833592,3,162.59,20.07,7.09,44.67,11.56,95.22,1.89,4.15,8.77,3.64,1,1,2,26,481830.6955,False,False,False,False,1
1964.4,1.0,2,929.31,46.62,5.14,84.11,4.72,88.14,1.16,5.17,1.32,4.98,1,0,1,19,221933.8457,False,False,True,False,0
829.94,1.0,2,759.17,27.17,6.82,25.36,4.59,98.26,0.65,6.37,2.45,6.18,0,1,1,8,57116.15328,False,False,False,True,0
550.0,1.210942347,2,42.64,18.48,8.49,30.24,33.36,99.9,1.92,5.97,5.27,4.04,0,0,1,16,39320.77936,False,True,False,False,0
550.0,1.0,4,82.5,2.01,8.95,25.79,21.11,94.0,1.22,6.56,5.13,5.87,0,1,1,11,192654.8614,False,False,False,False,0
550.0,1.41055593,1,30.12,43.77,7.31,88.28,46.39,88.73,1.03,3.19,9.33,5.95,0,1,1,12,21085.8632,False,False,True,False,0
1243.17,1.919375728,1,565.05,17.25,7.33,34.94,15.37,93.02,1.51,5.32,7.57,7.85,1,1,1,25,73250.96852,False,False,True,False,0
550.0,2.570700024,4,899.08,55.0,6.83,1.32,7.44,99.9,2.15,7.64,9.32,9.1,0,0,1,10,267714.8,False,False,False,False,1
670.93,2.094052743,4,1133.11,24.92,9.28,0.98,18.1,96.2,0.97,6.21,7.43,7.45,1,0,1,17,265860.6855,False,False,False,False,1
1877.38,2.255580286,2,179.95,32.44,9.21,67.35,5.92,99.9,1.14,6.98,7.48,5.43,0,1,1,27,379278.7785,True,False,False,False,1
550.0,2.998706867,4,1008.69,2.44,7.29,18.18,8.28,93.09,2.42,6.64,6.92,9.07,0,0,1,4,300413.5599,False,False,False,False,0
550.0,1.0,1,493.67,62.72,0.64,19.25,10.08,97.71,1.33,4.5,10.0,6.84,0,0,1,18,70978.62333,False,False,False,True,0
1605.01,1.0,2,389.2,11.83,6.59,70.95,12.36,95.43,1.7,5.99,4.48,6.53,0,0,1,14,254523.2808,False,False,False,False,0
550.0,1.570594787,4,673.05,67.54,5.19,41.63,27.28,95.11,2.46,3.32,4.78,7.79,0,1,1,30,128460.8517,True,False,False,False,0
1490.23,2.178167054,5,689.33,49.56,8.78,10.68,15.31,95.68,1.19,6.07,9.49,8.29,1,0,1,17,399257.3861,True,False,False,False,1
912.43,1.854286249,4,675.78,5.82,10.0,87.95,20.4,96.93,0.8,5.79,8.98,6.63,1,0,1,12,490964.0904,False,True,False,False,1
1365.18,2.109457614,4,1306.51,18.31,7.49,55.42,31.81,99.36,1.22,5.53,6.29,5.0,0,1,1,12,327989.56,True,False,False,False,1
749.4,2.763935052,3,1098.2,30.32,9.08,28.27,7.87,99.29,2.27,6.43,4.67,7.42,0,1,1,21,260871.9898,False,True,False,False,1
860.83,1.187157911,6,804.15,10.8,7.53,57.63,19.92,89.72,1.6,5.31,7.48,7.4,0,0,2,47,367538.0679,True,False,False,False,1
713.43,1.881944906,2,646.91,22.11,10.0,88.57,34.26,96.11,1.63,5.75,4.81,7.33,0,0,1,15,179392.78,False,False,True,False,0
1648.71,3.334430366,2,817.04,50.29,7.05,13.37,10.32,84.28,1.79,8.17,2.34,5.59,0,0,2,46,313643.8912,False,False,True,False,1
1407.32,4.69155598,4,468.12,61.82,9.67,8.08,17.28,98.55,1.03,9.37,9.71,5.09,0,0,1,19,684274.2345,False,False,True,False,1
1373.52,1.478582137,2,243.99,40.27,6.6,37.42,16.62,90.89,1.71,4.67,6.25,6.79,0,0,1,3,235284.6693,False,False,False,True,0
1025.38,2.402277253,5,624.94,19.95,6.68,26.39,3.32,99.52,1.17,8.46,4.28,4.19,0,0,1,23,672945.6715,True,False,False,False,1
550.0,3.038980425,3,223.9,30.03,7.24,34.92,12.52,91.52,2.06,4.86,10.0,10.0,0,0,2,8,178039.5233,False,False,True,False,0
737.53,2.329808865,3,738.21,43.53,6.39,25.63,17.91,96.71,1.46,6.11,6.68,7.77,0,0,1,15,221591.8354,True,False,False,False,0
550.0,1.096762423,3,435.35,3.77,3.56,93.9,32.26,91.96,1.27,5.82,2.47,2.51,1,0,1,2,21176.56369,True,False,False,False,0
1792.82,4.168764411,3,888.46,58.87,6.8,54.53,11.97,98.96,1.42,7.0,2.31,4.84,0,0,1,21,472433.1429,False,False,False,True,1
1077.67,3.281676625,3,603.2,60.19,7.8,19.94,1.17,96.39,1.54,4.25,6.09,2.95,0,0,2,34,305521.7101,False,False,False,True,1
1435.66,1.0,3,728.82,23.38,6.95,35.8,19.71,94.96,0.97,6.42,2.87,1.87,0,0,2,30,416145.8491,True,False,False,False,1
550.0,1.0,2,273.57,16.48,5.77,29.86,39.34,89.53,1.7,2.61,2.04,4.32,1,0,1,8,112462.3499,False,False,False,False,0
726.54,2.115998555,3,547.76,32.81,7.43,26.82,31.74,95.99,1.78,2.59,5.46,4.45,0,0,1,25,137627.9615,False,False,True,False,1
1433.79,3.326509396,4,760.96,31.27,7.21,9.39,51.55,82.45,1.44,7.45,5.07,6.42,0,1,1,9,473123.4682,False,False,True,False,1
1079.72,1.0,3,72.21,82.96,3.67,81.25,29.77,93.24,2.21,2.74,3.49,7.53,1,1,1,9,90921.62996,True,False,False,False,0
794.53,2.09065174,1,510.42,6.72,6.92,22.19,33.23,92.87,1.08,4.86,5.09,4.66,1,0,1,26,40286.07127,True,False,False,False,1
1039.42,1.384040652,2,886.9,45.63,5.29,87.4,17.57,87.52,1.25,4.84,4.38,6.19,0,1,1,21,85991.71291,False,True,False,False,0
776.64,2.686526022,3,574.18,23.16,6.22,47.78,17.25,89.03,1.87,7.49,8.51,6.3,0,1,1,14,329569.1663,False,False,False,True,1
1082.1,1.728196092,2,249.98,19.5,6.4,35.97,25.34,90.32,1.79,5.15,5.65,6.53,0,0,1,21,123306.3616,False,False,True,False,0
653.62,3.298488543,4,525.86,31.24,5.53,64.06,36.02,94.19,1.76,6.64,8.2,5.43,0,0,1,11,380412.0273,True,False,False,False,1
682.98,2.783761966,3,1013.88,33.14,6.62,72.61,5.57,89.49,1.29,5.18,8.5,7.57,0,0,1,15,193860.7647,False,True,False,False,0
1450.16,1.69414352,4,580.83,11.26,5.84,56.67,21.94,96.24,0.69,9.07,5.92,6.03,0,0,1,13,692850.7799,False,False,False,False,1
1491.29,1.779273074,2,357.3,34.76,7.03,99.75,37.53,99.9,1.56,6.78,9.1,5.82,0,0,1,9,425833.8266,False,False,False,True,1
1343.88,3.166101289,3,1154.36,5.55,9.5,41.82,17.39,99.9,1.61,7.63,3.54,6.52,0,0,1,15,361421.1863,False,False,True,False,0
1035.15,2.299867822,6,826.13,48.99,9.75,20.21,12.98,93.55,2.42,8.38,8.83,7.37,0,1,2,9,532091.5154,True,False,False,False,1
1756.32,3.018148277,3,633.69,25.71,7.25,10.45,7.74,88.06,2.48,4.07,8.84,7.91,0,1,1,19,305893.1983,False,False,False,False,1
550.0,2.8524211,3,637.83,26.0,10.0,15.36,10.04,99.9,1.17,4.49,3.6,2.97,1,1,1,12,206639.3456,False,False,False,False,0
550.0,3.762071405,1,307.61,10.8,5.54,93.42,23.02,95.98,1.02,2.18,1.37,5.02,0,0,1,14,27563.54598,False,False,True,False,0
688.57,2.301094907,3,711.6,5.13,6.85,91.73,5.44,90.46,1.76,2.42,4.67,6.83,0,1,2,17,178439.7421,False,False,False,True,0
1818.45,1.906214871,3,785.4,25.93,6.38,60.21,38.22,86.66,1.9,7.01,4.6,6.02,1,1,1,11,378195.4361,True,False,False,False,1
2093.21,1.0,2,214.02,64.46,7.55,2.41,25.64,92.01,2.06,3.74,9.72,5.61,0,0,2,50,248293.8253,True,False,False,False,0
570.62,2.765106183,3,215.78,46.15,7.37,39.43,36.54,94.45,1.34,5.63,4.94,8.03,0,0,1,11,268033.2901,False,False,False,True,0
724.17,2.640260463,2,65.14,31.06,4.56,55.72,24.72,86.71,1.77,0.62,10.0,5.23,0,0,1,22,112968.0944,False,False,True,False,1
695.55,2.751710191,3,390.79,17.03,8.66,12.09,8.44,88.05,2.15,9.26,5.19,8.68,0,0,1,21,337599.7862,False,False,False,False,1
1796.97,2.664298221,2,453.0,6.03,7.58,67.05,17.59,88.73,1.88,5.16,1.57,6.21,0,0,1,12,624015.968,True,False,False,False,1
1146.31,1.789572781,2,564.3,55.74,2.62,50.97,18.88,88.85,1.46,0.4,6.96,5.37,0,0,1,27,76684.15494,False,False,False,False,0
1729.89,3.919109393,5,190.17,12.56,10.0,63.05,1.84,99.9,1.08,7.99,10.0,5.74,1,1,1,14,705508.7934,False,False,False,True,1
763.92,1.073691588,4,951.59,11.19,9.08,20.62,15.71,92.69,1.81,5.76,8.28,7.86,0,1,1,20,320731.7389,False,True,False,False,0
834.66,1.0,2,422.04,31.59,7.24,86.36,12.31,99.9,1.55,5.67,9.72,5.88,0,0,2,22,18948.92783,False,False,False,False,1
1326.33,1.951293751,2,925.08,70.28,6.59,65.93,35.28,95.8,1.33,5.83,8.83,8.9,0,1,1,8,294356.8959,True,False,False,False,0
723.76,1.291598875,3,503.45,20.68,7.61,35.17,2.55,85.87,1.27,3.4,5.6,5.46,1,0,1,5,110151.335,True,False,False,False,0
992.95,2.880031008,3,867.92,42.08,5.6,76.79,8.92,97.96,1.71,0.71,5.76,5.01,0,1,1,24,285084.7394,False,False,False,False,1
852.81,2.903880319,4,336.31,19.94,7.9,4.34,3.43,91.61,1.19,3.22,8.79,4.67,1,1,2,13,547112.6217,False,False,False,True,0
1228.38,2.657160333,3,507.16,27.96,4.99,44.5,1.51,97.53,1.91,3.79,0.17,7.71,1,1,1,20,424380.0744,False,False,False,False,0
1190.73,1.0,2,538.72,29.41,6.06,0.57,12.51,99.85,1.78,6.72,5.57,4.62,0,1,2,20,124020.0631,True,False,False,False,1
550.0,1.325389182,3,756.47,28.51,4.76,53.61,16.83,91.88,2.58,2.04,2.89,6.2,0,0,1,12,37237.00617,False,False,False,False,0
550.0,3.863504417,4,483.13,53.63,8.22,1.57,1.58,98.25,1.99,7.9,10.0,4.45,0,1,1,22,205174.3568,False,False,False,True,0
865.23,2.379634321,3,519.56,21.44,9.01,45.04,7.5,89.93,1.76,4.74,5.93,6.92,1,0,1,6,286397.2444,False,False,False,False,1
1161.97,3.838743213,1,777.01,43.2,4.93,0.09,10.22,91.53,2.16,4.53,5.68,4.64,0,1,1,13,233484.0723,False,False,True,False,0
1370.13,2.34314227,4,350.81,60.61,6.57,96.41,21.33,83.72,1.2,2.21,3.45,4.67,0,0,1,21,404468.5623,False,True,False,False,1
550.0,1.102815031,4,107.05,70.38,6.83,83.9,19.31,86.52,0.57,3.02,2.21,6.37,0,0,1,19,159593.6579,False,True,False,False,0
821.75,3.98322245,3,843.05,4.28,5.74,34.54,17.0,99.9,1.27,3.22,8.32,7.12,1,1,2,27,476445.1933,False,True,False,False,1
1479.88,1.073951299,4,732.06,27.75,8.7,48.64,2.82,90.55,2.3,7.4,10.0,7.75,0,1,1,14,433972.6782,False,False,False,False,1
1633.13,2.255762947,4,570.66,22.3,6.98,21.2,8.72,92.19,2.13,9.78,10.0,9.71,1,1,1,18,768701.8025,False,False,False,False,1
550.0,1.0,3,239.34,50.25,5.75,22.23,34.43,91.25,1.37,1.06,5.94,6.16,0,0,1,15,125626.4582,False,False,False,False,0
1391.84,3.450977844,3,388.21,58.39,6.8,3.62,37.51,99.9,1.97,4.81,9.48,7.26,0,0,1,20,361439.7058,False,False,True,False,0
550.0,1.75305845,3,878.24,44.74,8.5,178.68,9.85,96.74,1.84,4.93,4.56,3.48,0,0,1,15,58937.59012,True,False,False,False,0
752.35,2.166951471,1,723.63,53.33,6.48,61.57,39.25,98.83,1.03,4.72,8.86,6.58,0,0,1,31,21393.39346,False,False,False,True,0
550.0,2.115308415,3,599.17,19.77,7.45,8.88,6.23,99.39,1.26,3.4,9.86,7.84,1,0,1,7,145087.5401,False,False,True,False,0
550.0,2.019146201,2,541.91,39.57,6.66,67.49,17.34,96.69,1.83,4.01,1.25,1.83,1,0,1,14,108507.9332,False,False,True,False,0
585.81,2.0188942,2,873.1,59.58,5.41,93.09,0.59,91.52,0.91,2.81,5.71,4.09,0,1,2,6,134750.1853,False,False,False,True,0
1103.23,2.392219123,2,158.94,32.79,5.69,46.14,14.39,94.99,1.71,4.88,10.0,6.89,0,0,1,22,188981.5763,False,False,False,True,0
924.0,1.570725349,4,540.95,41.77,7.7,14.0,36.37,88.68,1.79,6.07,6.81,3.89,1,0,1,15,361300.7443,False,False,True,False,1
822.89,2.861982449,2,559.66,44.97,4.91,111.8,23.55,95.37,1.27,6.2,10.0,8.55,1,0,1,6,265496.4651,False,False,False,True,1
1056.18,2.816784211,4,439.76,54.6,8.76,78.53,13.4,91.38,0.93,3.56,10.0,8.35,0,0,1,10,476420.1128,False,False,False,False,0
1420.82,1.0,2,1096.99,34.86,5.43,89.91,21.27,97.27,0.7,3.51,4.17,3.47,0,0,1,18,215035.111,False,True,False,False,0
1653.2,3.965119596,3,853.9,39.52,8.64,74.53,21.29,99.9,1.64,7.25,6.43,5.17,1,0,2,39,871444.6594,True,False,False,False,1
1334.82,1.121766359,3,153.25,45.04,4.77,88.77,10.18,92.53,1.13,2.65,9.41,6.89,0,1,1,13,93151.0967,False,True,False,False,0
1231.75,2.720742905,1,471.26,32.8,3.41,105.9,19.48,84.57,1.27,6.56,5.19,6.88,1,0,1,9,213026.1081,True,False,False,False,0
586.15,2.860058801,2,286.79,29.18,6.44,82.53,26.67,95.49,1.87,6.47,6.41,7.29,0,0,2,13,138297.108,False,False,True,False,0
1566.17,1.476349858,4,413.19,28.69,6.14,9.75,3.54,87.55,0.57,4.14,2.75,2.48,1,0,1,12,360758.7201,False,False,False,False,1
760.96,3.28586102,3,416.3,28.32,4.97,29.15,0.7,94.33,1.26,4.81,7.03,4.49,1,0,1,17,238087.6476,False,True,False,False,1
1114.6,1.0,4,407.16,13.56,6.29,38.44,5.49,92.83,1.82,4.29,7.16,3.04,0,1,2,37,143036.3622,True,False,False,False,0
1658.33,2.462958417,3,176.79,48.87,7.24,5.72,2.83,89.49,0.95,4.78,0.42,2.5,1,1,1,17,363457.6606,False,False,False,False,1
1484.17,1.34998666,4,540.02,24.92,6.51,86.08,43.63,99.9,1.98,8.68,3.75,5.06,0,0,1,10,566866.0916,False,False,True,False,0
1247.11,3.585773676,4,621.73,29.86,7.64,43.38,7.91,99.9,0.99,4.77,5.79,3.94,0,1,1,17,362901.4215,False,False,True,False,1
550.0,1.977486138,3,111.94,12.29,3.95,120.76,2.74,91.45,1.88,6.2,6.56,5.93,0,1,1,9,110438.1777,False,False,False,True,0
589.22,1.983390394,4,452.4,43.84,5.24,90.89,37.08,90.8,2.27,5.43,5.96,7.84,0,0,1,11,193727.3155,False,True,False,False,0
1406.94,1.574780276,3,1166.61,46.11,8.47,41.97,31.71,89.92,1.71,4.93,10.0,7.0,0,1,1,12,443215.2919,False,True,False,False,1
982.41,3.02268155,3,798.74,12.13,7.52,61.02,4.05,91.9,1.55,3.69,9.04,8.32,0,0,1,8,384391.8427,False,False,True,False,1
1475.33,1.950973549,2,486.98,42.45,5.72,88.55,35.53,93.76,1.17,6.3,2.63,4.91,0,0,1,13,247263.2726,True,False,False,False,0
639.37,1.069706185,4,524.67,35.1,8.38,79.57,5.41,90.67,2.25,0.09,3.9,5.43,0,1,1,31,145224.4303,True,False,False,False,0
1173.15,1.884403795,4,425.96,34.46,7.19,56.57,6.03,89.74,0.84,2.04,4.56,4.06,1,1,1,15,376151.8891,False,False,False,False,1
1382.61,2.302883065,4,174.11,54.63,5.58,38.99,0.36,98.84,1.22,8.79,2.41,3.06,0,1,1,9,440842.8566,True,False,False,False,1
